date,product_id,category,demand,stock_level,safety_stock,reorder_point,lead_time,criticality,unit_cost,supplier_id,batch_number,expiry_date,storage_temp
2024-09-16,11,General,207,845,315,631,4,2,788.0295379765881,4,B202409-4408,2025-11-23,2-8°C
2024-09-17,11,General,168,677,315,631,3,2,489.108113462056,3,B202409-7441,2026-07-14,Room Temp
2024-09-18,11,General,218,1052,315,631,5,2,437.19743441367484,5,B202409-3109,2025-12-02,Room Temp
2024-09-19,11,General,180,872,315,631,3,2,460.87089671722185,4,B202409-5859,2026-06-30,-20°C
2024-09-20,11,General,187,685,315,631,3,2,892.8732969068758,4,B202409-4593,2026-04-17,2-8°C
2024-09-21,11,General,131,1052,315,631,6,2,153.38804067827826,4,B202409-9377,2025-11-02,-20°C
2024-09-22,11,General,152,900,315,631,4,2,402.5642336437791,5,B202409-3913,2025-09-27,-20°C
2024-09-23,11,General,180,720,315,631,6,2,997.3323759584235,2,B202409-8987,2026-02-01,2-8°C
2024-09-24,11,General,167,1052,315,631,5,2,776.0155682396894,3,B202409-5552,2025-08-13,2-8°C
2024-09-25,11,General,201,851,315,631,3,2,757.1760713523872,5,B202409-3695,2025-08-29,2-8°C
2024-09-26,11,General,195,656,315,631,6,2,751.1176160845683,4,B202409-4491,2025-05-11,Room Temp
2024-09-27,11,General,218,1052,315,631,6,2,610.521126087256,2,B202409-6489,2025-06-06,-20°C
2024-09-28,11,General,176,876,315,631,5,2,660.0338794936032,4,B202409-3486,2026-04-07,-20°C
2024-09-29,11,General,117,759,315,631,3,2,281.1850585553853,4,B202409-6844,2026-09-05,2-8°C
2024-09-30,11,General,173,1052,315,631,6,2,275.58637779793276,1,B202409-1300,2025-08-21,Room Temp
2024-10-01,11,General,193,859,315,631,3,2,815.5048875850056,4,B202410-8467,2026-03-10,2-8°C
2024-10-02,11,General,106,753,315,631,6,2,638.5365463956076,3,B202410-8701,2026-08-28,-20°C
2024-10-03,11,General,174,1052,315,631,5,2,665.1054207233933,2,B202410-1553,2025-08-23,Room Temp
2024-10-04,11,General,167,885,315,631,4,2,628.926299342704,4,B202410-7274,2026-01-26,-20°C
2024-10-05,11,General,157,728,315,631,6,2,193.80892861574878,1,B202410-5187,2025-09-11,-20°C
2024-10-06,11,General,132,1052,315,631,5,2,261.50026485585755,1,B202410-4997,2026-01-31,-20°C
2024-10-07,11,General,241,811,315,631,6,2,606.444925797305,1,B202410-2155,2025-09-04,Room Temp
2024-10-08,11,General,204,1052,315,631,4,2,226.26370168377943,5,B202410-9394,2025-08-31,Room Temp
2024-10-09,11,General,79,973,315,631,4,2,983.8453014605207,5,B202410-3094,2025-10-22,2-8°C
2024-10-10,11,General,157,816,315,631,4,2,141.11102195421,3,B202410-9022,2026-01-15,-20°C
2024-10-11,11,General,176,640,315,631,5,2,593.6054402535391,1,B202410-2190,2025-06-30,Room Temp
2024-10-12,11,General,180,1052,315,631,3,2,895.1386332216864,2,B202410-1332,2026-06-02,Room Temp
2024-10-13,11,General,171,881,315,631,5,2,400.91411293276826,3,B202410-1318,2026-02-11,Room Temp
2024-10-14,11,General,212,669,315,631,5,2,248.62047064228258,2,B202410-2830,2026-07-30,-20°C
2024-10-15,11,General,200,1052,315,631,3,2,867.7881747989004,2,B202410-7247,2025-10-12,Room Temp
2024-10-16,11,General,143,909,315,631,6,2,257.17056588342257,3,B202410-7008,2026-03-30,-20°C
2024-10-17,11,General,151,758,315,631,6,2,712.5690940906132,2,B202410-5675,2026-08-30,2-8°C
2024-10-18,11,General,189,1052,315,631,4,2,294.1498286012472,4,B202410-1844,2025-06-18,Room Temp
2024-10-19,11,General,198,854,315,631,4,2,400.41013852041027,3,B202410-1114,2026-08-02,2-8°C
2024-10-20,11,General,147,707,315,631,6,2,443.95826427544625,4,B202410-2383,2025-06-10,2-8°C
2024-10-21,11,General,200,1052,315,631,5,2,717.5275952898259,3,B202410-4593,2025-12-28,Room Temp
2024-10-22,11,General,204,848,315,631,3,2,281.29749439381544,1,B202410-5358,2026-04-12,-20°C
2024-10-23,11,General,174,674,315,631,5,2,930.0220003979407,1,B202410-6622,2025-05-02,2-8°C
2024-10-24,11,General,195,1052,315,631,5,2,365.35474706096903,2,B202410-7161,2026-10-13,Room Temp
2024-10-25,11,General,198,854,315,631,3,2,471.17689200129246,5,B202410-3146,2026-10-12,-20°C
2024-10-26,11,General,157,697,315,631,6,2,315.96676873219604,2,B202410-8286,2026-07-17,2-8°C
2024-10-27,11,General,158,1052,315,631,5,2,718.0177867244744,4,B202410-7734,2025-08-25,-20°C
2024-10-28,11,General,182,870,315,631,6,2,890.9249929272928,2,B202410-1587,2026-09-29,-20°C
2024-10-29,11,General,208,662,315,631,4,2,185.2805547695587,4,B202410-7317,2025-11-16,2-8°C
2024-10-30,11,General,290,1052,315,631,4,2,934.4908304684957,1,B202410-6663,2025-12-23,Room Temp
2024-10-31,11,General,188,864,315,631,6,2,735.8755673780815,3,B202410-7044,2026-01-25,2-8°C
2024-11-01,11,General,199,665,315,631,6,2,285.370566951703,5,B202411-3392,2025-11-25,Room Temp
2024-11-02,11,General,160,1052,315,631,3,2,443.81884850213737,2,B202411-9192,2025-11-12,-20°C
2024-11-03,11,General,143,909,315,631,5,2,489.0746833863267,3,B202411-6176,2026-09-05,Room Temp
2024-11-04,11,General,208,701,315,631,3,2,799.5151786467014,2,B202411-4055,2025-05-07,Room Temp
2024-11-05,11,General,129,1052,315,631,4,2,84.10461748348334,5,B202411-9148,2025-08-13,-20°C
2024-11-06,11,General,228,824,315,631,3,2,650.171031589343,2,B202411-4039,2026-09-10,2-8°C
2024-11-07,11,General,154,670,315,631,5,2,167.01547804341573,2,B202411-3869,2026-06-13,2-8°C
2024-11-08,11,General,147,1052,315,631,3,2,592.1032312205197,5,B202411-7025,2026-02-11,-20°C
2024-11-09,11,General,151,901,315,631,4,2,286.29744225275425,4,B202411-3611,2026-06-20,-20°C
2024-11-10,11,General,142,759,315,631,5,2,721.8194255331845,4,B202411-6269,2025-10-26,2-8°C
2024-11-11,11,General,251,1052,315,631,6,2,183.73603548485616,3,B202411-6796,2025-07-19,-20°C
2024-11-12,11,General,150,902,315,631,4,2,227.21911671911909,3,B202411-3230,2025-11-24,Room Temp
2024-11-13,11,General,200,702,315,631,3,2,689.137180147062,4,B202411-6203,2025-12-12,2-8°C
2024-11-14,11,General,250,1052,315,631,3,2,821.2050711542428,1,B202411-9573,2026-11-08,-20°C
2024-11-15,11,General,195,857,315,631,6,2,643.1438495927206,2,B202411-2315,2025-10-05,2-8°C
2024-11-16,11,General,162,695,315,631,4,2,83.89659712306343,5,B202411-7859,2025-07-17,Room Temp
2024-11-17,11,General,177,1052,315,631,3,2,408.886819513437,3,B202411-7196,2026-03-16,-20°C
2024-11-18,11,General,221,831,315,631,5,2,730.5455353459115,3,B202411-2378,2025-07-06,-20°C
2024-11-19,11,General,118,713,315,631,5,2,107.17553327368643,4,B202411-3687,2026-06-25,2-8°C
2024-11-20,11,General,140,1052,315,631,4,2,591.7117865867561,1,B202411-7576,2026-07-20,Room Temp
2024-11-21,11,General,178,874,315,631,5,2,502.4004034914193,5,B202411-6459,2026-09-05,-20°C
2024-11-22,11,General,191,683,315,631,5,2,627.6627350737408,1,B202411-9891,2026-06-02,-20°C
2024-11-23,11,General,152,1052,315,631,4,2,580.2470860724724,2,B202411-5686,2025-08-02,2-8°C
2024-11-24,11,General,103,949,315,631,6,2,495.89132425431296,1,B202411-8834,2026-02-25,Room Temp
2024-11-25,11,General,172,777,315,631,5,2,459.34200601081534,5,B202411-7655,2026-10-02,-20°C
2024-11-26,11,General,243,1052,315,631,3,2,441.75632553371827,2,B202411-7561,2026-01-28,-20°C
2024-11-27,11,General,205,847,315,631,4,2,89.82280465790056,4,B202411-4062,2025-07-03,2-8°C
2024-11-28,11,General,178,669,315,631,5,2,853.7399584842575,3,B202411-4086,2026-02-05,Room Temp
2024-11-29,11,General,154,1052,315,631,4,2,17.84287152705512,4,B202411-6568,2025-12-28,-20°C
2024-11-30,11,General,168,884,315,631,6,2,328.9862041958134,4,B202411-2591,2025-07-19,2-8°C
2024-12-01,11,General,195,689,315,631,3,2,751.3866634711792,2,B202412-4308,2025-07-26,2-8°C
2024-12-02,11,General,187,1052,315,631,6,2,280.0875118409277,4,B202412-1854,2026-01-30,Room Temp
2024-12-03,11,General,243,809,315,631,3,2,751.6148822154423,5,B202412-2041,2025-08-25,Room Temp
2024-12-04,11,General,227,1052,315,631,4,2,35.73915558978244,3,B202412-5616,2025-10-31,Room Temp
2024-12-05,11,General,247,805,315,631,5,2,575.5242128098549,4,B202412-1428,2026-05-09,2-8°C
2024-12-06,11,General,282,1052,315,631,4,2,108.02976557094185,5,B202412-6025,2026-04-06,Room Temp
2024-12-07,11,General,150,902,315,631,6,2,620.5555769283799,2,B202412-1074,2025-08-25,Room Temp
2024-12-08,11,General,188,714,315,631,6,2,997.0428297587049,1,B202412-1689,2025-11-21,Room Temp
2024-12-09,11,General,183,1052,315,631,3,2,536.8213088086453,1,B202412-6664,2025-07-30,-20°C
2024-12-10,11,General,200,852,315,631,4,2,345.4391621290638,4,B202412-1718,2025-07-02,Room Temp
2024-12-11,11,General,162,690,315,631,6,2,257.7316141630255,2,B202412-7741,2026-11-19,2-8°C
2024-12-12,11,General,202,1052,315,631,6,2,864.4475478242784,2,B202412-7603,2026-08-02,Room Temp
2024-12-13,11,General,272,780,315,631,5,2,885.1444974534883,3,B202412-9102,2026-05-16,2-8°C
2024-12-14,11,General,113,667,315,631,3,2,451.54513312693655,4,B202412-3929,2026-08-30,Room Temp
2024-12-15,11,General,196,1052,315,631,6,2,711.088061262337,4,B202412-5209,2025-09-08,-20°C
2024-12-16,11,General,271,781,315,631,3,2,113.76936798142631,2,B202412-8012,2026-05-30,-20°C
2024-12-17,11,General,202,1052,315,631,6,2,793.2290510943637,4,B202412-4088,2026-09-13,-20°C
2024-12-18,11,General,180,872,315,631,5,2,164.38391289027916,1,B202412-9493,2026-08-26,2-8°C
2024-12-19,11,General,109,763,315,631,6,2,852.2833845157822,1,B202412-7927,2026-10-25,Room Temp
2024-12-20,11,General,204,1052,315,631,6,2,629.9894051576543,4,B202412-7157,2025-07-16,Room Temp
2024-12-21,11,General,185,867,315,631,3,2,887.9055354408683,1,B202412-5066,2026-04-15,Room Temp
2024-12-22,11,General,206,661,315,631,3,2,880.8778409674276,1,B202412-4920,2025-12-16,Room Temp
2024-12-23,11,General,191,1052,315,631,6,2,153.69438712322486,1,B202412-6250,2026-11-08,Room Temp
2024-12-24,11,General,229,823,315,631,4,2,188.5693614735661,2,B202412-2066,2026-04-07,Room Temp
2024-12-25,11,General,165,658,315,631,3,2,102.18124647431962,2,B202412-2659,2026-10-12,2-8°C
2024-12-26,11,General,282,1052,315,631,3,2,439.1144851682363,3,B202412-9069,2025-11-26,-20°C
2024-12-27,11,General,195,857,315,631,3,2,986.1617947176696,4,B202412-5177,2026-09-03,Room Temp
2024-12-28,11,General,161,696,315,631,6,2,653.6601288888849,3,B202412-1688,2026-05-25,Room Temp
2024-12-29,11,General,213,1052,315,631,3,2,848.1138794821032,2,B202412-6721,2026-09-16,2-8°C
2024-12-30,11,General,204,848,315,631,6,2,794.4033448638133,2,B202412-1109,2025-10-28,Room Temp
2024-01-01,12,General,311,815,334,668,6,2,770.6186662936153,3,B202401-7001,2024-07-21,2-8°C
2024-01-02,12,General,254,1114,334,668,4,2,945.7632855268915,5,B202401-6713,2025-05-26,2-8°C
2024-01-03,12,General,281,833,334,668,3,2,479.04298031642554,4,B202401-3488,2025-11-18,2-8°C
2024-01-04,12,General,348,1114,334,668,4,2,735.3329764169956,3,B202401-5845,2025-09-30,2-8°C
2024-01-05,12,General,261,853,334,668,3,2,105.96098492111017,5,B202401-3631,2025-05-09,-20°C
2024-01-06,12,General,262,1114,334,668,3,2,465.22113800188316,1,B202401-2562,2025-03-13,2-8°C
2024-01-07,12,General,203,911,334,668,3,2,556.97553729187,5,B202401-5662,2025-07-27,Room Temp
2024-01-08,12,General,221,690,334,668,3,2,390.1650820103414,2,B202401-1818,2024-08-15,2-8°C
2024-01-09,12,General,302,1114,334,668,4,2,794.7588874820216,5,B202401-5886,2025-04-19,Room Temp
2024-01-10,12,General,221,893,334,668,3,2,72.64906706253129,4,B202401-2598,2024-11-23,2-8°C
2024-01-11,12,General,260,1114,334,668,6,2,414.68340803613415,4,B202401-8000,2025-08-17,-20°C
2024-01-12,12,General,345,769,334,668,5,2,974.7201307517627,5,B202401-3073,2025-07-09,2-8°C
2024-01-13,12,General,131,1114,334,668,3,2,931.7899437743091,1,B202401-8592,2024-08-15,Room Temp
2024-01-14,12,General,275,839,334,668,5,2,864.070917641455,1,B202401-6403,2024-09-11,2-8°C
2024-01-15,12,General,307,1114,334,668,4,2,937.7639449226356,1,B202401-9348,2026-01-13,2-8°C
2024-01-16,12,General,289,825,334,668,5,2,65.43712772117638,2,B202401-8326,2025-04-30,-20°C
2024-01-17,12,General,298,1114,334,668,4,2,852.597073400376,2,B202401-2825,2025-03-04,-20°C
2024-01-18,12,General,304,810,334,668,5,2,219.3665675734461,5,B202401-6542,2025-06-11,2-8°C
2024-01-19,12,General,326,1114,334,668,5,2,256.29122248382305,4,B202401-8694,2025-12-06,2-8°C
2024-01-20,12,General,255,859,334,668,6,2,143.2985762852397,4,B202401-8033,2025-01-18,-20°C
2024-01-21,12,General,247,1114,334,668,6,2,145.7233719869397,2,B202401-7111,2025-04-07,2-8°C
2024-01-22,12,General,192,922,334,668,4,2,227.17867386785647,4,B202401-1938,2025-11-14,2-8°C
2024-01-23,12,General,312,1114,334,668,4,2,435.6403785244417,2,B202401-6688,2025-07-23,Room Temp
2024-01-24,12,General,239,875,334,668,3,2,558.4583891523937,5,B202401-3341,2025-01-01,Room Temp
2024-01-25,12,General,317,1114,334,668,6,2,457.6452972822529,4,B202401-2305,2025-09-17,Room Temp
2024-01-26,12,General,194,920,334,668,5,2,381.6279295958623,1,B202401-2505,2024-11-05,2-8°C
2024-01-27,12,General,195,725,334,668,3,2,74.42610157634377,5,B202401-2249,2025-07-09,2-8°C
2024-01-28,12,General,248,1114,334,668,4,2,185.3136969128472,3,B202401-9138,2024-11-09,2-8°C
2024-01-29,12,General,193,921,334,668,3,2,300.69743849578515,4,B202401-9490,2025-05-07,-20°C
2024-01-30,12,General,338,1114,334,668,5,2,452.0305120396705,5,B202401-4520,2025-10-26,2-8°C
2024-01-31,12,General,269,845,334,668,6,2,813.9605369248113,3,B202401-3744,2024-08-29,Room Temp
2024-02-01,12,General,206,1114,334,668,4,2,717.1357291850312,3,B202402-8151,2024-09-18,-20°C
2024-02-02,12,General,248,866,334,668,5,2,106.40480844419629,4,B202402-1287,2025-02-06,Room Temp
2024-02-03,12,General,137,729,334,668,6,2,238.91508484462602,1,B202402-6342,2025-07-03,-20°C
2024-02-04,12,General,245,1114,334,668,3,2,254.0645932256746,4,B202402-5123,2025-04-14,-20°C
2024-02-05,12,General,249,865,334,668,5,2,841.1803767011451,5,B202402-3747,2024-11-02,2-8°C
2024-02-06,12,General,363,1114,334,668,4,2,994.4517618088387,2,B202402-7846,2025-12-15,2-8°C
2024-02-07,12,General,296,818,334,668,3,2,313.85252969362136,4,B202402-5105,2025-02-28,-20°C
2024-02-08,12,General,267,1114,334,668,4,2,852.4006612285469,2,B202402-9463,2025-03-31,Room Temp
2024-02-09,12,General,191,923,334,668,6,2,584.2460705605846,3,B202402-5598,2025-07-15,-20°C
2024-02-10,12,General,206,717,334,668,6,2,605.915466747299,5,B202402-7376,2025-11-09,2-8°C
2024-02-11,12,General,208,1114,334,668,6,2,542.1615074328047,2,B202402-9743,2025-06-28,-20°C
2024-02-12,12,General,290,824,334,668,3,2,363.5435665395294,3,B202402-3096,2024-08-24,-20°C
2024-02-13,12,General,321,1114,334,668,3,2,219.5773334586136,2,B202402-5376,2025-05-29,2-8°C
2024-02-14,12,General,250,864,334,668,3,2,644.5159433837795,3,B202402-5804,2025-04-14,Room Temp
2024-02-15,12,General,243,1114,334,668,6,2,169.778098783152,1,B202402-9265,2025-03-12,-20°C
2024-02-16,12,General,245,869,334,668,6,2,624.0861618506525,4,B202402-6869,2025-02-15,-20°C
2024-02-17,12,General,135,734,334,668,6,2,781.6781082294633,5,B202402-8712,2025-04-25,-20°C
2024-02-18,12,General,214,1114,334,668,3,2,542.0996597813435,1,B202402-6368,2025-12-24,Room Temp
2024-02-19,12,General,279,835,334,668,6,2,468.7324620650034,5,B202402-3475,2025-05-02,Room Temp
2024-02-20,12,General,293,1114,334,668,4,2,544.2867040377076,1,B202402-5191,2026-01-24,Room Temp
2024-02-21,12,General,330,784,334,668,5,2,873.8683690412777,5,B202402-6198,2025-06-14,Room Temp
2024-02-22,12,General,334,1114,334,668,3,2,654.5961011744455,2,B202402-6607,2025-08-20,-20°C
2024-02-23,12,General,378,736,334,668,4,2,313.32112811388964,1,B202402-8466,2025-09-27,-20°C
2024-02-24,12,General,280,1114,334,668,3,2,153.37883900804107,3,B202402-2469,2026-01-23,Room Temp
2024-02-25,12,General,303,811,334,668,3,2,371.3921749553627,2,B202402-8678,2025-08-25,2-8°C
2024-02-26,12,General,210,1114,334,668,4,2,375.37108133399397,4,B202402-6857,2026-02-24,Room Temp
2024-02-27,12,General,331,783,334,668,4,2,706.1923298031838,2,B202402-6640,2025-04-02,2-8°C
2024-02-28,12,General,384,1114,334,668,4,2,737.3434581724795,4,B202402-2943,2024-10-07,-20°C
2024-02-29,12,General,291,823,334,668,3,2,125.43670633403856,4,B202402-2196,2025-03-30,-20°C
2024-03-01,12,General,278,1114,334,668,5,2,169.33395991801538,3,B202403-5920,2025-01-10,2-8°C
2024-03-02,12,General,197,917,334,668,6,2,474.9439800562111,1,B202403-8879,2025-11-08,Room Temp
2024-03-03,12,General,233,684,334,668,5,2,888.0446835384046,1,B202403-5951,2025-09-05,Room Temp
2024-03-04,12,General,342,1114,334,668,5,2,600.7024396685026,1,B202403-8207,2025-11-24,Room Temp
2024-03-05,12,General,330,784,334,668,4,2,492.8805724412682,1,B202403-3187,2025-04-26,2-8°C
2024-03-06,12,General,287,1114,334,668,5,2,999.6548424549475,2,B202403-5183,2025-07-16,2-8°C
2024-03-07,12,General,256,858,334,668,3,2,143.07114884733366,3,B202403-9670,2025-03-10,-20°C
2024-03-08,12,General,253,1114,334,668,3,2,700.5650231955836,3,B202403-5365,2025-02-17,-20°C
2024-03-09,12,General,186,928,334,668,4,2,218.16992760257406,2,B202403-8347,2025-10-24,-20°C
2024-03-10,12,General,143,785,334,668,4,2,541.5058732719814,3,B202403-3643,2025-10-28,2-8°C
2024-03-11,12,General,154,1114,334,668,6,2,338.5837927628946,2,B202403-3653,2025-10-03,-20°C
2024-03-12,12,General,219,895,334,668,3,2,937.3837842002469,4,B202403-3704,2024-10-18,-20°C
2024-03-13,12,General,307,1114,334,668,3,2,903.1296202929774,3,B202403-6603,2025-07-27,-20°C
2024-03-14,12,General,279,835,334,668,5,2,179.17250760915658,3,B202403-4631,2025-07-17,Room Temp
2024-03-15,12,General,280,1114,334,668,5,2,844.4454398364887,1,B202403-8634,2026-02-28,2-8°C
2024-03-16,12,General,318,796,334,668,5,2,431.4712487776264,3,B202403-6057,2024-10-24,Room Temp
2024-03-17,12,General,189,1114,334,668,5,2,697.7016890035741,3,B202403-4791,2024-09-29,-20°C
2024-03-18,12,General,176,938,334,668,6,2,240.75638916976652,5,B202403-9870,2024-12-17,2-8°C
2024-03-19,12,General,398,1114,334,668,6,2,150.64716600692861,1,B202403-8835,2025-09-20,Room Temp
2024-03-20,12,General,278,836,334,668,5,2,33.61167020181938,1,B202403-9839,2025-02-07,2-8°C
2024-03-21,12,General,259,1114,334,668,4,2,331.044592077884,5,B202403-3719,2025-04-22,-20°C
2024-03-22,12,General,389,725,334,668,4,2,620.0656078651851,3,B202403-9290,2025-02-20,Room Temp
2024-03-23,12,General,289,1114,334,668,6,2,57.16923307747425,3,B202403-4289,2026-01-19,2-8°C
2024-03-24,12,General,286,828,334,668,4,2,247.65651777645311,2,B202403-5469,2024-10-03,2-8°C
2024-03-25,12,General,151,677,334,668,5,2,749.155241550167,4,B202403-9893,2025-02-19,Room Temp
2024-03-26,12,General,319,1114,334,668,3,2,718.8981859725692,4,B202403-9806,2026-01-13,Room Temp
2024-03-27,12,General,171,943,334,668,3,2,862.5545519934913,2,B202403-9131,2025-02-19,Room Temp
2024-03-28,12,General,372,1114,334,668,4,2,340.25940609002254,2,B202403-3997,2025-10-16,-20°C
2024-03-29,12,General,287,827,334,668,3,2,716.0453662874622,2,B202403-7286,2025-11-12,-20°C
2024-03-30,12,General,106,721,334,668,4,2,980.9033535900816,1,B202403-3833,2025-11-29,2-8°C
2024-03-31,12,General,297,1114,334,668,6,2,226.86914352358994,4,B202403-8494,2025-12-29,-20°C
2024-04-01,12,General,266,848,334,668,4,2,871.3235373645871,4,B202404-1219,2025-05-25,Room Temp
2024-04-02,12,General,372,1114,334,668,4,2,744.0576150476016,1,B202404-9124,2025-02-20,Room Temp
2024-04-03,12,General,323,791,334,668,6,2,290.3616397961563,5,B202404-3442,2024-11-04,2-8°C
2024-04-04,12,General,334,1114,334,668,5,2,167.3933732696069,2,B202404-6135,2025-07-31,2-8°C
2024-04-05,12,General,459,1114,334,668,4,2,948.3446181105189,3,B202404-8882,2026-02-17,Room Temp
2024-04-06,12,General,311,803,334,668,6,2,416.7200084769987,3,B202404-7728,2025-03-30,Room Temp
2024-04-07,12,General,264,1114,334,668,3,2,457.3607874609253,2,B202404-1584,2026-01-07,2-8°C
2024-04-08,12,General,208,906,334,668,4,2,889.2835049097158,2,B202404-1580,2025-12-27,-20°C
2024-04-09,12,General,277,1114,334,668,5,2,903.0133266569919,1,B202404-8845,2025-03-10,-20°C
2024-04-10,12,General,245,869,334,668,4,2,364.615630246164,4,B202404-1692,2026-02-13,2-8°C
2024-04-11,12,General,212,1114,334,668,6,2,579.2361558389649,2,B202404-4420,2025-01-28,2-8°C
2024-04-12,12,General,299,815,334,668,6,2,602.9423034444959,1,B202404-9756,2025-07-05,-20°C
2024-04-13,12,General,118,697,334,668,4,2,610.826963519435,2,B202404-1384,2024-10-30,Room Temp
2024-04-14,12,General,281,1114,334,668,3,2,703.5497299969501,3,B202404-7217,2026-02-22,Room Temp
2024-04-15,12,General,246,868,334,668,5,2,68.72520403336213,3,B202404-9090,2025-11-27,-20°C
2024-04-16,12,General,364,1114,334,668,4,2,504.02638268460703,2,B202404-8200,2025-01-08,2-8°C
2024-04-17,12,General,338,776,334,668,5,2,176.34464659810928,2,B202404-1596,2025-12-22,-20°C
2024-04-18,12,General,249,1114,334,668,4,2,834.386739763657,5,B202404-9146,2025-05-17,2-8°C
2024-04-19,12,General,339,775,334,668,5,2,576.7609004002913,1,B202404-9340,2025-07-04,Room Temp
2024-04-20,12,General,297,1114,334,668,5,2,340.6505387196072,4,B202404-2655,2025-10-06,Room Temp
2024-04-21,12,General,229,885,334,668,6,2,945.6152487592418,5,B202404-3939,2026-01-10,2-8°C
2024-04-22,12,General,284,1114,334,668,3,2,629.0373638427752,2,B202404-7721,2025-03-03,2-8°C
2024-04-23,12,General,303,811,334,668,3,2,262.35471878301365,3,B202404-1432,2025-09-10,2-8°C
2024-04-24,12,General,230,1114,334,668,3,2,32.85682057267816,3,B202404-9773,2025-01-08,Room Temp
2024-04-25,12,General,367,747,334,668,6,2,42.75632548496925,3,B202404-8160,2025-01-24,2-8°C
2024-04-26,12,General,347,1114,334,668,3,2,22.98072794016629,4,B202404-1051,2026-02-16,2-8°C
2024-04-27,12,General,326,788,334,668,3,2,218.0063411847715,5,B202404-5406,2026-02-17,Room Temp
2024-04-28,12,General,280,1114,334,668,4,2,454.49294571997905,2,B202404-2584,2025-10-17,2-8°C
2024-04-29,12,General,250,864,334,668,4,2,727.2365253341471,2,B202404-5751,2026-04-21,2-8°C
2024-04-30,12,General,286,1114,334,668,5,2,958.1572778326251,4,B202404-7259,2025-05-04,2-8°C
2024-05-01,12,General,291,823,334,668,3,2,594.6567192639321,3,B202405-8152,2025-10-13,Room Temp
2024-05-02,12,General,180,1114,334,668,3,2,328.823521628813,4,B202405-7164,2025-11-01,-20°C
2024-05-03,12,General,264,850,334,668,5,2,977.590641451353,2,B202405-2790,2024-12-08,-20°C
2024-05-04,12,General,199,1114,334,668,5,2,658.306129447767,5,B202405-3791,2025-03-19,2-8°C
2024-05-05,12,General,304,810,334,668,4,2,542.8105435915577,4,B202405-8121,2025-01-27,Room Temp
2024-05-06,12,General,297,1114,334,668,5,2,211.2641366912556,4,B202405-9152,2024-11-17,Room Temp
2024-05-07,12,General,336,778,334,668,4,2,485.98387637237636,5,B202405-5901,2025-02-17,-20°C
2024-05-08,12,General,224,1114,334,668,4,2,136.4133269053714,1,B202405-5102,2024-12-19,2-8°C
2024-05-09,12,General,255,859,334,668,4,2,104.01896279941974,4,B202405-6553,2026-04-17,Room Temp
2024-05-10,12,General,398,1114,334,668,3,2,457.8443693810917,2,B202405-1579,2026-01-23,-20°C
2024-05-11,12,General,186,928,334,668,3,2,392.8503033697683,2,B202405-8030,2025-12-15,Room Temp
2024-05-12,12,General,198,730,334,668,5,2,30.60050888495073,5,B202405-8842,2024-12-03,2-8°C
2024-05-13,12,General,292,1114,334,668,3,2,588.1960055082989,2,B202405-4069,2026-04-28,-20°C
2024-05-14,12,General,347,767,334,668,5,2,463.79333125450097,2,B202405-5157,2025-03-19,Room Temp
2024-05-15,12,General,294,1114,334,668,6,2,937.6222102203978,1,B202405-8803,2025-06-27,-20°C
2024-05-16,12,General,303,811,334,668,4,2,470.65988277330905,3,B202405-6382,2025-05-18,Room Temp
2024-05-17,12,General,249,1114,334,668,4,2,521.8964017133083,1,B202405-3858,2025-03-23,Room Temp
2024-05-18,12,General,341,773,334,668,4,2,626.0670560590966,1,B202405-5422,2025-11-29,-20°C
2024-05-19,12,General,195,1114,334,668,6,2,852.1076760357467,2,B202405-4901,2026-03-11,Room Temp
2024-05-20,12,General,187,927,334,668,6,2,291.67235884568964,4,B202405-8930,2025-02-02,-20°C
2024-05-21,12,General,318,1114,334,668,6,2,475.4346033329033,5,B202405-9221,2026-01-26,Room Temp
2024-05-22,12,General,284,830,334,668,5,2,602.0840481215886,5,B202405-9629,2025-02-23,Room Temp
2024-05-23,12,General,191,1114,334,668,3,2,940.008354469017,1,B202405-5447,2026-04-24,Room Temp
2024-05-24,12,General,203,911,334,668,3,2,794.525618076763,3,B202405-2127,2025-03-06,2-8°C
2024-05-25,12,General,256,1114,334,668,6,2,298.3987085762837,1,B202405-4093,2025-07-20,-20°C
2024-05-26,12,General,227,887,334,668,6,2,150.69280083182096,5,B202405-8327,2025-05-11,Room Temp
2024-05-27,12,General,306,1114,334,668,3,2,766.4055561894648,2,B202405-6527,2026-05-04,2-8°C
2024-05-28,12,General,247,867,334,668,5,2,214.0631870402886,2,B202405-9521,2026-01-07,Room Temp
2024-05-29,12,General,345,1114,334,668,6,2,252.78068427395053,2,B202405-8403,2025-09-04,-20°C
2024-05-30,12,General,344,770,334,668,6,2,147.0861160301653,1,B202405-6637,2026-03-17,2-8°C
2024-05-31,12,General,276,1114,334,668,4,2,304.3121636954892,1,B202405-7885,2026-03-19,2-8°C
2024-06-01,12,General,221,893,334,668,4,2,56.42369235603098,4,B202406-2554,2025-06-24,Room Temp
2024-06-02,12,General,259,1114,334,668,6,2,140.75523774973107,3,B202406-5404,2026-03-12,2-8°C
2024-06-03,12,General,248,866,334,668,4,2,369.60664821773236,1,B202406-5748,2025-07-08,-20°C
2024-06-04,12,General,280,1114,334,668,3,2,898.1412108992687,5,B202406-8317,2025-11-10,Room Temp
